REGIÓN,NOMBRE LOCAL,INSTALACIÓN DEPORTIVA,TIPO INSTALACIÓN DEPORTIVA,TIPO DE AP,ESPACIOS DEPORTIVOS,DISCIPLINAS DEPORTIVAS,FUNCIONAMIENTO,PLANIFICADA PARA INTERVENCIÓN,COORDENADAS X,COORDENADAS Y,CRITERIO TÉCNICO,PROBLEMAS ESTRUCTURALES,RIESGO DE COLAPSO,NO CORRESPONDE A MANTENIMIENTO,ESPACIOS DEPORTIVOS INADECUADOS,REQUIIERE REEMPLAZO, EDIFICACIÓN INADECUADA,MOTIVO,ESTADO CONSERVACIÓN BLOQUE ,ESTADO SITUACIONAL ESPACIOS DEPORTIVOS,ESTADO SITUACIONAL ESPACIOS COMPLEMENTARIOS,INSTALACIONES DEPORTIVAS,CONDICION DEL BIEN,ADM,NOMBRE PREDIO,TIPO DEL BIEN,USO GENERICO,USO ESPECIFICO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,DIRECCIÓN,AREA (M2),TIPO DOCUMENTO REGISTRAL,NÚMERO DOCUMENTO REGISTRAL,CONDICION SANEAMIENTO,TIPO  CARGAS,BASE,DIRECCION PREDIO,NOMBRE EDIFICACION,TIPO INFRAESTRUCTURA,AREA M2,PROPIETARIO,ADMINISTRACION,PARTIDA ELECTRONICA,SANEADO,CONVENIO,CLASIFICA PREDIO CONVENIO,ENTIDAD,ESTADO CONVENIO,TIPO PREDIO,DESCRIPCIÓN,ESTADO PREDIO,FVEN ITSE,ESTADO ITSE,PROGRAMA LA ACADEMIA,BASE2,DIRECCION PREDIO2,NOMBRE EDIFICACION2,PRIORIZADA,TIPO,RESPONSABLE,ESPECIALIDAD,NRO APOYO,AREA,ITSE,FECHA LIMITE,PROGRAMA LA ACADEMIA2,ESPECTADORES,DEPORTES,ESTADO INFRAESTRUCTURA,MTTO,OBSERVACIONES,DIAGNÓSTICO,AÑO,PROY.,CODIGO ÚNICO IDEA,SNIP
AREQUIPA,TERRENO INCLAN,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,NINGUNO (TERRENO),NINGUNO (TERRENO),NO,NO,"-72,005609","-17,023957",NO,NO,NO,NO,NO,NO,NO,,ADECUADO,TERRENO ERIAZO,TERRENO ERIAZO,TERRENO SIN CERCO PERIMÉTRICO.,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO INCLAN,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,AREQUIPA,ISLAY,MOLLENDO,040701,"FRENTE AL I.S. JORGE BASADRE, PANAMERICANA SUR, MEJIA","26002,75",PARTIDA ELECTRÓNICA,12005064,SI,NO TIENE,UCR,"PANAMERICANA SUR, MEJIA",TERRENO INCLAN,TERRENO,"26002,75",IPD,IPD,12005064,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
AYACUCHO,COMPLEJO DEPORTIVO VENEZUELA,INSTALACIÓN DEPORTIVA DE COMPETENCIA,ESTADIO DE FÚTBOL Y PISTA DE ATLETISMO,ESTADIO,"CAMPO DEPORTIVO DE FÚTBOL, PISTA DE ATLETISMO",FUTBOL,NO,SI,"-74,21985734","-13,15212407",NO,SI,SI,SI,SI,SI,NO,LA CONSTRUCCIÓ FUE HECHA EL AÑO 1974 CON MOTIVO DEL SESQUICENTENARIO DE LA BATALLA DE AYACUCHO.,INADECUADO,MAL,MAL,SE DENOMINA CIUDAD DE CUMANA. PISTA DE 6 CARRILES,PROPIO / CON ADMINISTRACION GRATUITA,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COMPLEJO DEPORTIVO VENEZUELA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COMPLEJO DEPORTIVO,AYACUCHO,HUAMANGA,AYACUCHO,050101,"AV. DEL DEPORTE 120-180, LLANO DEL ARCO S/N","75778,14",PARTIDA ELECTRÓNICA,11081467,SI,NO TIENE,UCR,LLANO DEL ARCO S/N,COMPLEJO DEPORTIVO VENEZUELA,COMPLEJO DEPORTIVO,"75778,14",ESTADO-IPD,GORE AYACUCHO,11081467,SI,CONVENIO N°058-2024/RESOLUCIÓN DE AFECTACIÓN EN USO RESOLUCIÓN DE PRESIDENCIA N° 000070-2024-P/IPD,CONVENIO ADM POR OTRAS INSTITUCIONES,GORE AYACUCHO,VIGENTE,INFRAESTRUCTURA,EN EJECUCIÓN DE OBRA,NO APLICA(TERRENO),2025-12-29,SIN ITSE,NO,MNTO,LLANO DEL ARCO S/N (AV. DEL DEPORTE S/N),COMPLEJO DEPORTIVO VENEZUELA,NO,REGIONES,JUAN CARLOS CHINEN,ARQUITECTO,07UM,75778.14,SIN ITSE,2025-12-29,NO,25000,"FUTBOL, VOLEY, BASQUET, NATACIÓN, KARATE, KUNG FU, BOX, KICK BOXING, AJEDREZ, TENIS DE CAMPO, PALETA FRONTÓN, FULBITO, BALONMANO",DEMOLICION,NO NECESITA MTTO.,EL ESTADIO SE DENOMINA CIUDAD DE CUMANA. PISTA DE 6 CARRILES. EL COLISEO SE DENOMINA COLISEO CERRADO CIUDAD DE CARACAS. CAP. 1800 ESPECTADORES. (CANCHA AUXILIAR DEL COLISEO CARACAS). CONEXO AL COLISEO CERRADO CIUDAD DE CARACAS. 10  AÑOS DE ANTIGÜEDAD. LA PISCINA ES SEMI OLIMPICA AYAUCHO. EL COMPLEJO DEPORTIVO ES UNA EXPLANADA CON LOSAS HABILITADAS Y NO REGLAMENTARIAS.,NO HAY DIAGNÓSTICO,,MEJORAMIENTO Y AMPLIACIÓN DEL ESTADIO “CUNA DE LA LIBERTAD AMERICANA” DENTRO DEL COMPLEJO DEPORTIVO VENEZUELA,2195373,
AYACUCHO,COMPLEJO DEPORTIVO VENEZUELA,INSTALACIÓN DEPORTIVA DE COMPETENCIA,COLISEO,COLISEO,CAMPO MENOR MULTIDEPORTIVO,"BASQUET, VOLEY",NO,SI,"-74,21985734","-13,15212407",NO,SI,SI,SI,SI,SI,NO,,INADECUADO,MAL,MAL,SE DENOMINA COLISEO CERRADO CIUDAD DE CARACAS. CAP. 1800 ESPECTADORES. (CANCHA AUXILIAR DEL COLISEO CARACAS). CONEXO AL COLISEO CERRADO CIUDAD DE CARACAS. 10  AÑOS DE ANTIGÜEDAD,PROPIO / CON ADMINISTRACION GRATUITA,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COMPLEJO DEPORTIVO VENEZUELA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COMPLEJO DEPORTIVO,AYACUCHO,HUAMANGA,AYACUCHO,050101,"AV. DEL DEPORTE 120-180, LLANO DEL ARCO S/N","75778,14",PARTIDA ELECTRÓNICA,11081467,SI,NO TIENE,UCR,LLANO DEL ARCO S/N,COMPLEJO DEPORTIVO VENEZUELA,COMPLEJO DEPORTIVO,"75778,14",ESTADO-IPD,GORE AYACUCHO,11081467,SI,CONVENIO N°058-2024/RESOLUCIÓN DE AFECTACIÓN EN USO RESOLUCIÓN DE PRESIDENCIA N° 000070-2024-P/IPD,CONVENIO ADM POR OTRAS INSTITUCIONES,GORE AYACUCHO,VIGENTE,INFRAESTRUCTURA,EN EJECUCIÓN DE OBRA,NO APLICA(TERRENO),2025-12-29,SIN ITSE,NO,MNTO,LLANO DEL ARCO S/N (AV. DEL DEPORTE S/N),COMPLEJO DEPORTIVO VENEZUELA,NO,REGIONES,JUAN CARLOS CHINEN,ARQUITECTO,07UM,75778.14,SIN ITSE,2025-12-29,NO,25000,"FUTBOL, VOLEY, BASQUET, NATACIÓN, KARATE, KUNG FU, BOX, KICK BOXING, AJEDREZ, TENIS DE CAMPO, PALETA FRONTÓN, FULBITO, BALONMANO",DEMOLICION,NO NECESITA MTTO.,EL ESTADIO SE DENOMINA CIUDAD DE CUMANA. PISTA DE 6 CARRILES. EL COLISEO SE DENOMINA COLISEO CERRADO CIUDAD DE CARACAS. CAP. 1800 ESPECTADORES. (CANCHA AUXILIAR DEL COLISEO CARACAS). CONEXO AL COLISEO CERRADO CIUDAD DE CARACAS. 10  AÑOS DE ANTIGÜEDAD. LA PISCINA ES SEMI OLIMPICA AYAUCHO. EL COMPLEJO DEPORTIVO ES UNA EXPLANADA CON LOSAS HABILITADAS Y NO REGLAMENTARIAS.,NO HAY DIAGNÓSTICO,,MEJORAMIENTO Y AMPLIACIÓN DEL ESTADIO “CUNA DE LA LIBERTAD AMERICANA” DENTRO DEL COMPLEJO DEPORTIVO VENEZUELA,2195373,
AYACUCHO,COMPLEJO DEPORTIVO VENEZUELA,INSTALACIÓN DEPORTIVA DE COMPETENCIA,PISCINA OLÍMPICA,PISCINA,PISCINA SEMI  OLÍMPICA,NATACIÓN,NO,SI,"-74,21985734","-13,15212407",NO,SI,SI,SI,SI,SI,NO,,INADECUADO,MAL,MAL,PISCINA SEMI OLIMPICA AYAUCHO,PROPIO / CON ADMINISTRACION GRATUITA,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COMPLEJO DEPORTIVO VENEZUELA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COMPLEJO DEPORTIVO,AYACUCHO,HUAMANGA,AYACUCHO,050101,"AV. DEL DEPORTE 120-180, LLANO DEL ARCO S/N","75778,14",PARTIDA ELECTRÓNICA,11081467,SI,NO TIENE,UCR,LLANO DEL ARCO S/N,COMPLEJO DEPORTIVO VENEZUELA,COMPLEJO DEPORTIVO,"75778,14",ESTADO-IPD,GORE AYACUCHO,11081467,SI,CONVENIO N°058-2024/RESOLUCIÓN DE AFECTACIÓN EN USO RESOLUCIÓN DE PRESIDENCIA N° 000070-2024-P/IPD,CONVENIO ADM POR OTRAS INSTITUCIONES,GORE AYACUCHO,VIGENTE,INFRAESTRUCTURA,EN EJECUCIÓN DE OBRA,NO APLICA(TERRENO),2025-12-29,SIN ITSE,NO,MNTO,LLANO DEL ARCO S/N (AV. DEL DEPORTE S/N),COMPLEJO DEPORTIVO VENEZUELA,NO,REGIONES,JUAN CARLOS CHINEN,ARQUITECTO,07UM,75778.14,SIN ITSE,2025-12-29,NO,25000,"FUTBOL, VOLEY, BASQUET, NATACIÓN, KARATE, KUNG FU, BOX, KICK BOXING, AJEDREZ, TENIS DE CAMPO, PALETA FRONTÓN, FULBITO, BALONMANO",DEMOLICION,NO NECESITA MTTO.,EL ESTADIO SE DENOMINA CIUDAD DE CUMANA. PISTA DE 6 CARRILES. EL COLISEO SE DENOMINA COLISEO CERRADO CIUDAD DE CARACAS. CAP. 1800 ESPECTADORES. (CANCHA AUXILIAR DEL COLISEO CARACAS). CONEXO AL COLISEO CERRADO CIUDAD DE CARACAS. 10  AÑOS DE ANTIGÜEDAD. LA PISCINA ES SEMI OLIMPICA AYAUCHO. EL COMPLEJO DEPORTIVO ES UNA EXPLANADA CON LOSAS HABILITADAS Y NO REGLAMENTARIAS.,NO HAY DIAGNÓSTICO,,MEJORAMIENTO Y AMPLIACIÓN DEL ESTADIO “CUNA DE LA LIBERTAD AMERICANA” DENTRO DEL COMPLEJO DEPORTIVO VENEZUELA,2195373,
AYACUCHO,COMPLEJO DEPORTIVO VENEZUELA,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"SALAS DE PRÁCTICA DEPORTIVA DE KARATE,KUNG FU, BOX, KICK BOXING, AJEDREZ

CAMPO MENOR DE TENIS DE CAMPO, 
CAMPOS MENORES MULTIDEPORTIVOS 02
CAMPO MENOR DE PALETA FRONTÓN","KARATE,KUNG FU, BOX, KICK BOXING, AJEDREZ

TENIS DE CAMPO, BASQUETBOL, VOLEIBOL, PALETA FRONTÓN, FULBITO, BALONMANO",NO,SI,"-74,21985734","-13,15212407",NO,SI,SI,SI,SI,SI,NO,,INADECUADO,MAL,MAL,EXPLANADA CON LOSAS HABILITADAS Y NO REGLAMENTARIAS,,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,AREA COMPLEMENTARIA AL C.D. VENBEZUELA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,,AYACUCHO,HUAMANGA,AYACUCHO,050101,"JR. CARACAS S/N, PAMPA DEL ARCO, IV ETAPA, SECTOR LUIS ALBERTO SANCHEZ, MZ M, LOTE 1","2981,01",PARTIDA ELECTRÓNICA,P11000910,SI,AFECTACION EN USO,UCR,LLANO DEL ARCO S/N,COMPLEJO DEPORTIVO VENEZUELA,COMPLEJO DEPORTIVO,"75778,14",ESTADO-IPD,GORE AYACUCHO,11081467,SI,CONVENIO N°058-2024/RESOLUCIÓN DE AFECTACIÓN EN USO RESOLUCIÓN DE PRESIDENCIA N° 000070-2024-P/IPD,CONVENIO ADM POR OTRAS INSTITUCIONES,GORE AYACUCHO,VIGENTE,INFRAESTRUCTURA,EN EJECUCIÓN DE OBRA,NO APLICA(TERRENO),2025-12-29,SIN ITSE,NO,MNTO,LLANO DEL ARCO S/N (AV. DEL DEPORTE S/N),COMPLEJO DEPORTIVO VENEZUELA,NO,REGIONES,JUAN CARLOS CHINEN,ARQUITECTO,07UM,75778.14,SIN ITSE,2025-12-29,NO,25000,"FUTBOL, VOLEY, BASQUET, NATACIÓN, KARATE, KUNG FU, BOX, KICK BOXING, AJEDREZ, TENIS DE CAMPO, PALETA FRONTÓN, FULBITO, BALONMANO",DEMOLICION,NO NECESITA MTTO.,EL ESTADIO SE DENOMINA CIUDAD DE CUMANA. PISTA DE 6 CARRILES. EL COLISEO SE DENOMINA COLISEO CERRADO CIUDAD DE CARACAS. CAP. 1800 ESPECTADORES. (CANCHA AUXILIAR DEL COLISEO CARACAS). CONEXO AL COLISEO CERRADO CIUDAD DE CARACAS. 10  AÑOS DE ANTIGÜEDAD. LA PISCINA ES SEMI OLIMPICA AYAUCHO. EL COMPLEJO DEPORTIVO ES UNA EXPLANADA CON LOSAS HABILITADAS Y NO REGLAMENTARIAS.,NO HAY DIAGNÓSTICO,,MEJORAMIENTO Y AMPLIACIÓN DEL ESTADIO “CUNA DE LA LIBERTAD AMERICANA” DENTRO DEL COMPLEJO DEPORTIVO VENEZUELA,2195373,
CAJAMARCA,TERRENO CAMPO DEPORTIVO ANDABAMBA,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO TIENE,,NO,,"-78,81855","-6,662995",,,,,,,,,,,,ABIERTO SIN CERCO PERIMÉTRICO. CON PELIGRO DE INVASIÓN,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO ANDABAMBA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CAJAMARCA,SANTA CRUZ,ANDABAMBA,061302,UBICADO AL NORTE DE ANDABAMBA,4500,PARTIDA ELECTRÓNICA,11045332,SI,NO TIENE,UCR,ANDABAMBA,TERRENO CAMPO DEPORTIVO ANDABAMBA,TERRENO,4500,IPD,IPD,11045332,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
CAJAMARCA,TERRENO CAMPO DEPORTIVO CHILCALOMA,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,57352","-7,113394",,,,,,,,,,,,ABIERTO SIN CERCO PERIMÉTRICO. CON PELIGRO DE INVASIÓN,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO CHILCALOMA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CAJAMARCA,CAJAMARCA,CAJAMARCA,060101,COMUNIDAD CHILLCALOMA,5400,PARTIDA ELECTRÓNICA,11073928,SI,NO TIENE,UCR,COMUNIDAD CHILLCALOMA,TERRENO CAMPO DEPORTIVO CHILCALOMA,TERRENO,5400,IPD,IPD,11073928,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
CAJAMARCA,TERRENO CAMPO DEPORTIVO MATARACOCHA,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,561713","-7,125017",,,,,,,,,,,,ABIERTO SIN CERCO PERIMÉTRICO CON PELIGRO DE INVASIÓN,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO MATARACOCHA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CAJAMARCA,CAJAMARCA,CAJAMARCA,060101,COMUNIDAD DE MATARACOCHA,6000,PARTIDA ELECTRÓNICA,11074681,SI,NO TIENE,UCR,COMUNIDAD DE MATARACOCHA,TERRENO CAMPO DEPORTIVO MATARACOCHA,TERRENO,6000,IPD,IPD,11074681,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
CAJAMARCA,TERRENO CAMPO DEPORTIVO PORCON ALTO,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,594072","-7,118555",,,,,,,,,,,,ABIERTO SIN CERCO PERIMÉTRICO. CON PELIGRO DE INVASIÓN,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO PORCON ALTO,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CAJAMARCA,CAJAMARCA,CAJAMARCA,060101,"JR. CAJAMARCA, CENTRO POBLADO PORCON ALTO",4000,PARTIDA ELECTRÓNICA,11074877,SI,NO TIENE,UCR,CENTRO POBLADO PORCON ALTO,TERRENO CAMPO DEPORTIVO PORCON ALTO,TERRENO,4000,ESTADO-IPD,IPD,11074877,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
CAJAMARCA,TERRENO CAMPO DEPORTIVO PORCON CHAQUISINIEGA,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,580481","-7,099492",,,,,,,,,,,,ABIERTO SIN CERCO PERIMÉTRICO. CON PELIGRO DE INVASIÓN,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO PORCON CHAQUISINIEGA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CAJAMARCA,CAJAMARCA,CAJAMARCA,060101,"CHAQUISINIEGA, C.P. PORCON CHAQUISINIEGA",3600,PARTIDA ELECTRÓNICA,11079467,SI,NO TIENE,UCR,CHAPISINIEGA,TERRENO CAMPO DEPORTIVO PORCON CHAQUISINIEGA,TERRENO,3600,ESTADO-IPD,IPD,11079467,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
CAJAMARCA,TERRENO CAMPO DEPORTIVO PORCONCILLO ALTO,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,579552","-7,110444",,,,,,,,,,,,ABIERTO SIN CERCO PERIMÉTRICO. CON PELIGRO DE INVASIÓN,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO PORCONCILLO ALTO,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CAJAMARCA,CAJAMARCA,CAJAMARCA,060101,"COMUNIDAD DE PORTONCILLO ALTO, SECTOR PORTONCILLO ALTO",5400,PARTIDA ELECTRÓNICA,11080121,SI,NO TIENE,UCR,COMUNIDAD DE PORTONCILLO ALTO,TERRENO CAMPO DEPORTIVO PORCONCILLO ALTO,TERRENO,5400,IPD,IPD,11080121,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
CAJAMARCA,TERRENO CAMPO DEPORTIVO SEXEMAYO,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,584032","-7,16612",,,,,,,,,,,,ABIERTO SIN CERCO PERIMÉTRICO. CON PELIGRO DE INVASIÓN,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO SEXEMAYO,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CAJAMARCA,CAJAMARCA,CAJAMARCA,060101,UBICADO EN LA PARTE NOROESTE DE CAJAMARCA,5000,PARTIDA ELECTRÓNICA,11082457,SI,NO TIENE,UCR,CAJAMARCA,TERRENO CAMPO DEPORTIVO SEXEMAYO,TERRENO,5000,IPD,IPD,11082457,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
CAJAMARCA,TERRENO CAMPO DEPORTIVO LA QUISPA,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,310022","-7,108786",,,,,,,,,,,,ABIERTO SIN CERCO PERIMÉTRICO. CON PELIGRO DE INVASIÓN,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO LA QUISPA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CAJAMARCA,CAJAMARCA,ENCAÑADA,060105,"FRENTE CARRETERA ENCAÑADA - SAN JOSE, CASERIO LA QUISPA","4902,62",PARTIDA ELECTRÓNICA,11082458,SI,NO TIENE,UCR,FRENTE CARRETERA ENCAÑADA - SAN JOSE,TERRENO CAMPO DEPORTIVO LA QUISPA,TERRENO,"4902,62",IPD,PROCESO JUDICIAL CON LA FAMILIA SÁNCHEZ QUIROZ POR EL PRESUNTO DELITO CONTRA EL PATRIMONIO.,11082458,SI,SIN CONVENIO,SIN CONVENIO ADM POR OTRAS INSTITUCIONES,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
CAJAMARCA,TERRENO CAMPO DEPORTIVO VENTANILLAS DE COMBAYO,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,399644","-7,030742",,,,,,,,,,,,ABIERTO SIN CERCO PERIMÉTRICO. CON PELIGRO DE INVASIÓN,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO VENTANILLAS DE COMBAYO,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CAJAMARCA,CAJAMARCA,ENCAÑADA,060105,VENTANILLA DE COMBAYO (CENTRO EDUCATIVO N°82155),"15460,26",PARTIDA ELECTRÓNICA,11074879,SI,NO TIENE,UCR,CENTRO EDUCATIVO N°82155,TERRENO CAMPO DEPORTIVO VENTANILLAS DE COMBAYO,TERRENO,"15460,26",IPD,IPD,11074879,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
CAJAMARCA,TERRENO CAMPO DEPORTIVO JUAN CARLOS HURTADO MILLER,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,469428","-7,160668",,,,,,,,,,,,ABIERTO SIN CERCO PERIMÉTRICO. CON PELIGRO DE INVASIÓN,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO JUAN CARLOS HURTADO MILLER,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,060108,"CL. 5, COOP. DE VIV. JUAN CARLOS HURTADO MILLER, MZ. F",4261,PARTIDA ELECTRÓNICA,11073474,SI,NO TIENE,UCR,MZ. F COOP. DE VIV. JUAN CARLOS HURTADO MILLER,TERRENO CAMPO DEPORTIVO JUAN CARLOS HURTADO MILLER,TERRENO,4261,IPD-DDC,IPD,11073474,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
CAJAMARCA,TERRENO CAMPO DEPORTIVO PAMPA 8 DE SEPTIEMBRE,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO TIENE,,NO,,"-78,129231","-6,923966",,,,,,,,,,,,ABIERTO SIN CERCO PERIMÉTRICO. CON PELIGRO DE INVASIÓN,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO PAMPA 8 DE SEPTIEMBRE,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CAJAMARCA,CELENDIN,JOSÉ GÁLVEZ,060306,AV. CUSICHAN,10834,PARTIDA ELECTRÓNICA,11074022,SI,NO TIENE,UCR,PAMPA 8 DE SEPTIEMBRE,TERRENO CAMPO DEPORTIVO PAMPA 8 DE SEPTIEMBRE,TERRENO,10834,ESTADO-IPD,IPD,11074022,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
